,assists,clean_sheets,creativity,goals_scored,influence,kickoff_time,opponent_team,full,team,total_points,round
246,0,0,39.8,0,20.2,2019-09-15 15:30:00,Arsenal,Abdoulaye Doucour?,Watford,2,5
247,0,0,1.0,0,4.8,2019-09-21 14:00:00,Man City,Abdoulaye Doucour?,Watford,2,6
248,0,0,5.3,0,16.6,2019-09-28 14:00:00,Wolves,Abdoulaye Doucour?,Watford,2,7
249,0,1,7.5,0,12.8,2019-10-05 14:00:00,Sheffield United,Abdoulaye Doucour?,Watford,3,8
250,0,0,11.7,1,50.0,2019-10-19 14:00:00,Tottenham,Abdoulaye Doucour?,Watford,9,9
251,0,1,13.3,0,8.2,2019-10-26 14:00:00,Bournemouth,Abdoulaye Doucour?,Watford,2,10
252,0,0,29.2,0,19.0,2019-11-02 17:30:00,Chelsea,Abdoulaye Doucour?,Watford,2,11
253,0,1,2.8,0,16.0,2019-11-08 20:00:00,Norwich,Abdoulaye Doucour?,Watford,3,12
254,0,0,25.0,0,10.4,2019-11-23 15:00:00,Burnley,Abdoulaye Doucour?,Watford,2,13
255,0,0,12.8,0,8.8,2019-11-30 17:30:00,Southampton,Abdoulaye Doucour?,Watford,2,14
256,0,0,4.7,0,5.4,2019-12-04 19:30:00,Leicester,Abdoulaye Doucour?,Watford,1,15
257,0,1,2.6,0,7.8,2019-12-07 15:00:00,Crystal Palace,Abdoulaye Doucour?,Watford,2,16
258,0,0,33.5,0,7.0,2019-12-14 12:30:00,Liverpool,Abdoulaye Doucour?,Watford,2,17
259,0,1,2.5,0,2.2,2019-12-22 14:00:00,Man Utd,Abdoulaye Doucour?,Watford,2,18
260,0,0,0.0,0,0.0,2019-12-26 15:00:00,Sheffield United,Abdoulaye Doucour?,Watford,0,19
261,1,1,4.9,0,12.4,2019-12-28 15:00:00,Aston Villa,Abdoulaye Doucour?,Watford,6,20
262,0,0,24.4,1,53.4,2020-01-01 15:00:00,Wolves,Abdoulaye Doucour?,Watford,9,21
263,1,1,38.4,1,61.8,2020-01-12 14:00:00,Bournemouth,Abdoulaye Doucour?,Watford,14,22
264,0,1,18.6,0,4.0,2020-01-18 12:30:00,Tottenham,Abdoulaye Doucour?,Watford,2,23
265,0,0,15.8,0,6.2,2020-01-21 19:30:00,Aston Villa,Abdoulaye Doucour?,Watford,1,24
266,0,0,14.6,0,0.0,2020-02-01 15:00:00,Everton,Abdoulaye Doucour?,Watford,2,25
267,0,0,12.8,1,44.0,2020-02-08 17:30:00,Brighton,Abdoulaye Doucour?,Watford,9,26
268,0,0,4.8,0,6.2,2020-02-23 14:00:00,Man Utd,Abdoulaye Doucour?,Watford,2,27
269,1,1,23.0,0,21.0,2020-02-29 17:30:00,Liverpool,Abdoulaye Doucour?,Watford,6,28
270,0,0,45.4,0,20.6,2020-03-07 15:00:00,Crystal Palace,Abdoulaye Doucour?,Watford,1,29
271,0,1,2.5,0,6.8,2020-06-20 11:30:00,Leicester,Abdoulaye Doucour?,Watford,3,30
272,0,0,4.3,0,3.0,2020-06-25 17:00:00,Burnley,Abdoulaye Doucour?,Watford,1,31
273,0,0,1.8,0,0.4,2020-06-28 15:30:00,Southampton,Abdoulaye Doucour?,Watford,1,32
274,0,0,1.7,0,18.8,2020-07-04 19:00:00,Chelsea,Abdoulaye Doucour?,Watford,2,33
275,0,0,4.6,0,5.4,2020-07-07 17:00:00,Norwich,Abdoulaye Doucour?,Watford,2,34
276,0,0,3.3,0,4.2,2020-07-11 11:30:00,Newcastle United,Abdoulaye Doucour?,Watford,2,35
277,1,0,13.0,0,14.0,2020-07-17 19:00:00,West Ham,Abdoulaye Doucour?,Watford,5,36
278,0,0,0.5,0,2.4,2020-07-21 17:00:00,Man City,Abdoulaye Doucour?,Watford,2,37
279,0,0,27.4,0,13.6,2020-07-26 15:00:00,Arsenal,Abdoulaye Doucour?,Watford,2,38
280,0,0,0.0,0,0.0,2020-06-28 15:30:00,Southampton,Adalberto Pe?aranda,Watford,0,32
281,0,0,0.0,0,0.0,2020-07-04 19:00:00,Chelsea,Adalberto Pe?aranda,Watford,0,33
282,0,0,0.0,0,0.0,2020-07-07 17:00:00,Norwich,Adalberto Pe?aranda,Watford,0,34
283,0,0,0.0,0,0.0,2020-07-11 11:30:00,Newcastle United,Adalberto Pe?aranda,Watford,0,35
284,0,0,0.0,0,0.0,2020-07-17 19:00:00,West Ham,Adalberto Pe?aranda,Watford,0,36
285,0,0,0.0,0,0.0,2020-07-21 17:00:00,Man City,Adalberto Pe?aranda,Watford,0,37
286,0,0,0.0,0,0.0,2020-07-26 15:00:00,Arsenal,Adalberto Pe?aranda,Watford,0,38
287,0,0,0.0,0,0.0,2019-09-14 16:30:00,Man City,Adam Idah,Norwich,0,5
288,0,0,0.0,0,0.0,2019-09-21 14:00:00,Burnley,Adam Idah,Norwich,0,6
289,0,0,0.0,0,0.0,2019-09-28 14:00:00,Crystal Palace,Adam Idah,Norwich,0,7
290,0,0,0.0,0,0.0,2019-10-05 14:00:00,Aston Villa,Adam Idah,Norwich,0,8
291,0,0,0.0,0,0.0,2019-10-19 14:00:00,Bournemouth,Adam Idah,Norwich,0,9
292,0,0,0.0,0,0.0,2019-10-27 16:30:00,Man Utd,Adam Idah,Norwich,0,10
293,0,0,0.0,0,0.0,2019-11-02 15:00:00,Brighton,Adam Idah,Norwich,0,11
294,0,0,0.0,0,0.0,2019-11-08 20:00:00,Watford,Adam Idah,Norwich,0,12
295,0,0,0.0,0,0.0,2019-11-23 15:00:00,Everton,Adam Idah,Norwich,0,13
296,0,0,0.0,0,0.0,2019-12-01 14:00:00,Arsenal,Adam Idah,Norwich,0,14
297,0,0,0.0,0,0.0,2019-12-04 19:30:00,Southampton,Adam Idah,Norwich,0,15
298,0,0,0.0,0,0.0,2019-12-08 14:00:00,Sheffield United,Adam Idah,Norwich,0,16
299,0,0,0.0,0,0.0,2019-12-14 15:00:00,Leicester,Adam Idah,Norwich,0,17
300,0,0,0.0,0,0.0,2019-12-21 15:00:00,Wolves,Adam Idah,Norwich,0,18
301,0,0,0.0,0,0.0,2019-12-26 15:00:00,Aston Villa,Adam Idah,Norwich,0,19
302,0,0,0.0,0,0.0,2019-12-28 17:30:00,Tottenham,Adam Idah,Norwich,0,20
303,0,0,0.0,0,0.0,2020-01-01 17:30:00,Crystal Palace,Adam Idah,Norwich,1,21
304,0,0,1.5,0,3.0,2020-01-11 15:00:00,Man Utd,Adam Idah,Norwich,2,22
305,0,0,0.0,0,0.0,2020-01-18 15:00:00,Bournemouth,Adam Idah,Norwich,0,23
306,0,0,0.0,0,0.0,2020-01-22 19:30:00,Tottenham,Adam Idah,Norwich,0,24
307,0,0,0.0,0,0.0,2020-02-01 15:00:00,Newcastle United,Adam Idah,Norwich,0,25
308,0,0,0.0,0,0.0,2020-02-15 17:30:00,Liverpool,Adam Idah,Norwich,0,26
309,0,0,0.0,0,0.0,2020-02-23 14:00:00,Wolves,Adam Idah,Norwich,0,27
310,0,0,0.0,0,0.0,2020-02-28 20:00:00,Leicester,Adam Idah,Norwich,0,28
311,0,0,0.0,0,0.0,2020-03-07 15:00:00,Sheffield United,Adam Idah,Norwich,1,29
312,0,0,0.3,0,0.0,2020-06-19 17:00:00,Southampton,Adam Idah,Norwich,1,30
313,0,0,0.3,0,2.0,2020-06-24 17:00:00,Everton,Adam Idah,Norwich,1,31
314,0,0,11.4,0,5.4,2020-07-01 17:00:00,Arsenal,Adam Idah,Norwich,1,32
315,0,0,0.5,0,0.0,2020-07-04 11:30:00,Brighton,Adam Idah,Norwich,1,33
316,0,0,0.6,0,0.0,2020-07-07 17:00:00,Watford,Adam Idah,Norwich,1,34
317,0,0,1.1,0,0.2,2020-07-11 11:30:00,West Ham,Adam Idah,Norwich,1,35
318,0,0,1.1,0,0.2,2020-07-14 19:15:00,Chelsea,Adam Idah,Norwich,1,36
319,0,0,1.1,0,0.0,2020-07-18 16:30:00,Burnley,Adam Idah,Norwich,1,37
320,0,0,0.3,0,3.0,2020-07-26 15:00:00,Man City,Adam Idah,Norwich,1,38
321,0,0,0.0,0,0.0,2019-08-09 19:00:00,Norwich,Adam Lallana,Liverpool,0,1
322,0,0,0.0,0,0.0,2019-08-17 14:00:00,Southampton,Adam Lallana,Liverpool,0,2
323,0,0,0.0,0,0.0,2019-08-24 16:30:00,Arsenal,Adam Lallana,Liverpool,1,3
324,0,0,0.0,0,0.0,2019-08-31 16:30:00,Burnley,Adam Lallana,Liverpool,0,4
325,0,0,0.0,0,0.0,2019-09-14 11:30:00,Newcastle United,Adam Lallana,Liverpool,0,5
326,0,0,0.3,0,2.0,2019-09-22 15:30:00,Chelsea,Adam Lallana,Liverpool,1,6
327,0,0,0.0,0,0.0,2019-09-28 11:30:00,Sheffield United,Adam Lallana,Liverpool,0,7
328,0,0,0.1,0,0.2,2019-10-05 14:00:00,Leicester,Adam Lallana,Liverpool,1,8
329,0,0,1.3,1,33.6,2019-10-20 15:30:00,Man Utd,Adam Lallana,Liverpool,7,9
330,0,0,0.0,0,0.0,2019-10-27 16:30:00,Tottenham,Adam Lallana,Liverpool,0,10
331,0,0,40.8,0,21.8,2019-11-02 15:00:00,Aston Villa,Adam Lallana,Liverpool,2,11
332,0,0,0.0,0,0.0,2019-11-10 16:30:00,Man City,Adam Lallana,Liverpool,0,12
333,0,0,0.0,0,0.0,2019-11-23 15:00:00,Crystal Palace,Adam Lallana,Liverpool,0,13
334,0,0,0.0,0,0.0,2019-11-30 15:00:00,Brighton,Adam Lallana,Liverpool,1,14
335,0,0,2.1,0,3.4,2019-12-04 20:15:00,Everton,Adam Lallana,Liverpool,2,15
336,0,0,0.0,0,0.0,2019-12-07 15:00:00,Bournemouth,Adam Lallana,Liverpool,0,16
337,0,0,0.0,0,0.0,2019-12-14 12:30:00,Watford,Adam Lallana,Liverpool,0,17
338,0,0,0.8,0,0.2,2019-12-26 20:00:00,Leicester,Adam Lallana,Liverpool,1,19
339,1,1,13.3,0,24.8,2019-12-29 16:30:00,Wolves,Adam Lallana,Liverpool,5,20
340,0,0,0.0,0,0.0,2020-01-02 20:00:00,Sheffield United,Adam Lallana,Liverpool,1,21
341,0,0,2.4,0,9.6,2020-01-11 17:30:00,Tottenham,Adam Lallana,Liverpool,1,22
342,0,0,1.1,0,2.0,2020-01-19 16:30:00,Man Utd,Adam Lallana,Liverpool,1,23
343,0,0,0.0,0,0.0,2020-01-23 20:00:00,Wolves,Adam Lallana,Liverpool,0,24
344,0,0,0.0,0,0.0,2020-01-29 19:45:00,West Ham,Adam Lallana,Liverpool,0,24
345,0,0,0.0,0,2.0,2020-02-01 15:00:00,Southampton,Adam Lallana,Liverpool,1,25
346,0,0,0.0,0,0.0,2020-02-15 17:30:00,Norwich,Adam Lallana,Liverpool,0,26
347,0,0,0.0,0,0.0,2020-02-24 20:00:00,West Ham,Adam Lallana,Liverpool,0,27
348,0,0,5.3,0,5.2,2020-02-29 17:30:00,Watford,Adam Lallana,Liverpool,1,28
349,0,0,1.3,0,2.4,2020-03-07 12:30:00,Bournemouth,Adam Lallana,Liverpool,1,29
350,0,0,0.0,0,0.0,2020-06-21 18:00:00,Everton,Adam Lallana,Liverpool,0,30
351,0,0,0.0,0,0.0,2020-06-24 19:15:00,Crystal Palace,Adam Lallana,Liverpool,0,31
352,0,0,0.0,0,0.0,2020-07-02 19:15:00,Man City,Adam Lallana,Liverpool,0,32
353,0,0,0.0,0,0.0,2020-07-05 15:30:00,Aston Villa,Adam Lallana,Liverpool,0,33
354,0,0,0.0,0,0.0,2020-07-08 19:15:00,Brighton,Adam Lallana,Liverpool,0,34
355,0,0,0.0,0,0.0,2020-07-11 14:00:00,Burnley,Adam Lallana,Liverpool,0,35
356,0,0,0.0,0,0.0,2020-07-15 19:15:00,Arsenal,Adam Lallana,Liverpool,0,36
357,0,0,0.0,0,0.0,2020-07-22 19:15:00,Chelsea,Adam Lallana,Liverpool,0,37
358,0,0,0.0,0,0.0,2020-07-26 15:00:00,Newcastle United,Adam Lallana,Liverpool,0,38
359,0,0,0.0,0,0.0,2019-08-10 14:00:00,Brighton,Adam Masina,Watford,0,1
360,0,0,0.0,0,0.0,2019-08-17 14:00:00,Everton,Adam Masina,Watford,0,2
361,0,0,0.0,0,0.0,2019-08-24 14:00:00,West Ham,Adam Masina,Watford,0,3
362,0,0,0.0,0,0.0,2019-08-31 14:00:00,Newcastle United,Adam Masina,Watford,0,4
363,0,0,0.0,0,0.0,2019-09-15 15:30:00,Arsenal,Adam Masina,Watford,0,5
364,0,0,0.0,0,0.0,2019-09-21 14:00:00,Man City,Adam Masina,Watford,0,6
365,0,0,0.0,0,0.0,2019-09-28 14:00:00,Wolves,Adam Masina,Watford,0,7
366,0,0,0.0,0,0.0,2019-10-05 14:00:00,Sheffield United,Adam Masina,Watford,0,8
367,0,0,0.0,0,0.0,2019-10-19 14:00:00,Tottenham,Adam Masina,Watford,0,9
368,0,1,12.2,0,5.4,2019-10-26 14:00:00,Bournemouth,Adam Masina,Watford,6,10
369,0,0,10.3,0,15.4,2019-11-02 17:30:00,Chelsea,Adam Masina,Watford,1,11
370,0,0,0.0,0,0.0,2019-11-08 20:00:00,Norwich,Adam Masina,Watford,0,12
371,0,0,11.5,0,13.0,2019-11-23 15:00:00,Burnley,Adam Masina,Watford,0,13
372,0,0,0.4,0,18.6,2019-11-30 17:30:00,Southampton,Adam Masina,Watford,1,14
373,0,0,15.8,0,17.2,2019-12-04 19:30:00,Leicester,Adam Masina,Watford,0,15
374,0,1,12.1,0,12.4,2019-12-07 15:00:00,Crystal Palace,Adam Masina,Watford,6,16
375,0,0,0.0,0,0.0,2019-12-14 12:30:00,Liverpool,Adam Masina,Watford,0,17
376,0,0,0.0,0,0.0,2019-12-22 14:00:00,Man Utd,Adam Masina,Watford,0,18
377,0,0,0.0,0,0.0,2019-12-26 15:00:00,Sheffield United,Adam Masina,Watford,0,19
378,0,0,0.0,0,2.0,2019-12-28 15:00:00,Aston Villa,Adam Masina,Watford,1,20
379,0,0,0.5,0,14.4,2020-01-01 15:00:00,Wolves,Adam Masina,Watford,1,21
380,0,1,5.1,0,24.4,2020-01-12 14:00:00,Bournemouth,Adam Masina,Watford,7,22
381,0,1,5.3,0,10.6,2020-01-18 12:30:00,Tottenham,Adam Masina,Watford,6,23
382,0,0,19.3,0,18.2,2020-01-21 19:30:00,Aston Villa,Adam Masina,Watford,1,24
383,0,0,15.8,1,51.6,2020-02-01 15:00:00,Everton,Adam Masina,Watford,6,25
384,0,0,0.7,0,24.2,2020-02-08 17:30:00,Brighton,Adam Masina,Watford,2,26
385,0,0,6.8,0,15.0,2020-02-23 14:00:00,Man Utd,Adam Masina,Watford,1,27
386,0,1,25.2,0,20.8,2020-02-29 17:30:00,Liverpool,Adam Masina,Watford,7,28
387,0,0,9.6,0,24.0,2020-03-07 15:00:00,Crystal Palace,Adam Masina,Watford,2,29
388,0,1,14.3,0,11.6,2020-06-20 11:30:00,Leicester,Adam Masina,Watford,8,30
389,0,0,1.1,0,12.8,2020-06-25 17:00:00,Burnley,Adam Masina,Watford,2,31
390,0,0,1.5,0,8.8,2020-06-28 15:30:00,Southampton,Adam Masina,Watford,1,32
391,0,0,1.0,0,8.2,2020-07-04 19:00:00,Chelsea,Adam Masina,Watford,1,33
392,0,0,1.8,0,0.4,2020-07-07 17:00:00,Norwich,Adam Masina,Watford,2,34
393,0,0,0.3,0,7.0,2020-07-11 11:30:00,Newcastle United,Adam Masina,Watford,2,35
394,0,0,15.0,0,6.8,2020-07-17 19:00:00,West Ham,Adam Masina,Watford,0,36
395,0,0,0.0,0,1.0,2020-07-21 17:00:00,Man City,Adam Masina,Watford,1,37
396,0,0,15.7,0,7.4,2020-07-26 15:00:00,Arsenal,Adam Masina,Watford,1,38
397,0,0,7.0,0,3.4,2019-08-10 14:00:00,Sheffield United,Adam Smith,Bournemouth,1,1
398,0,0,1.2,0,12.2,2019-08-17 14:00:00,Aston Villa,Adam Smith,Bournemouth,2,2
399,0,0,0.5,0,3.8,2019-08-25 13:00:00,Man City,Adam Smith,Bournemouth,1,3
400,0,0,1.3,0,7.2,2019-08-31 14:00:00,Leicester,Adam Smith,Bournemouth,1,4
401,0,0,0.0,0,0.0,2019-09-15 13:00:00,Everton,Adam Smith,Bournemouth,0,5
402,0,0,0.0,0,0.0,2019-09-20 19:00:00,Southampton,Adam Smith,Bournemouth,0,6
403,0,0,0.0,0,0.0,2019-09-28 14:00:00,West Ham,Adam Smith,Bournemouth,0,7
404,0,0,0.0,0,0.0,2019-10-06 13:00:00,Arsenal,Adam Smith,Bournemouth,0,8
405,0,1,13.2,0,12.0,2019-10-19 14:00:00,Norwich,Adam Smith,Bournemouth,5,9
406,0,1,3.3,0,20.4,2019-10-26 14:00:00,Watford,Adam Smith,Bournemouth,6,10
407,1,1,30.3,0,32.2,2019-11-02 12:30:00,Man Utd,Adam Smith,Bournemouth,12,11
408,0,0,11.9,0,16.0,2019-11-09 15:00:00,Newcastle United,Adam Smith,Bournemouth,1,12
409,0,0,2.3,0,3.8,2019-11-23 15:00:00,Wolves,Adam Smith,Bournemouth,1,13
410,0,0,0.0,0,0.0,2019-11-30 15:00:00,Tottenham,Adam Smith,Bournemouth,0,14
411,0,0,3.5,0,17.4,2019-12-03 19:30:00,Crystal Palace,Adam Smith,Bournemouth,2,15
412,0,0,0.0,0,0.0,2019-12-07 15:00:00,Liverpool,Adam Smith,Bournemouth,0,16
413,0,0,0.0,0,0.0,2019-12-14 15:00:00,Chelsea,Adam Smith,Bournemouth,0,17
414,0,0,0.0,0,0.0,2019-12-21 15:00:00,Burnley,Adam Smith,Bournemouth,0,18
415,0,0,0.0,0,0.0,2019-12-26 15:00:00,Arsenal,Adam Smith,Bournemouth,0,19
416,0,0,0.0,0,0.0,2019-12-28 12:30:00,Brighton,Adam Smith,Bournemouth,0,20
417,0,0,0.0,0,0.0,2020-01-01 17:30:00,West Ham,Adam Smith,Bournemouth,0,21
418,0,0,12.8,0,9.6,2020-01-12 14:00:00,Watford,Adam Smith,Bournemouth,0,22
419,0,0,5.6,0,21.6,2020-01-18 15:00:00,Norwich,Adam Smith,Bournemouth,1,23
420,0,0,0.7,0,13.4,2020-01-21 19:30:00,Brighton,Adam Smith,Bournemouth,2,24
421,0,0,13.1,0,18.0,2020-02-01 15:00:00,Aston Villa,Adam Smith,Bournemouth,2,25
422,0,0,1.9,0,23.0,2020-02-09 14:00:00,Sheffield United,Adam Smith,Bournemouth,1,26
423,0,0,16.3,0,8.0,2020-02-22 15:00:00,Burnley,Adam Smith,Bournemouth,0,27
424,0,0,2.3,0,4.4,2020-02-29 15:00:00,Chelsea,Adam Smith,Bournemouth,0,28
425,0,0,14.3,0,12.4,2020-03-07 12:30:00,Liverpool,Adam Smith,Bournemouth,1,29
426,0,0,15.4,0,13.4,2020-06-20 18:45:00,Crystal Palace,Adam Smith,Bournemouth,0,30
427,0,0,2.2,0,16.6,2020-06-24 17:00:00,Wolves,Adam Smith,Bournemouth,2,31
428,0,0,12.7,0,16.4,2020-07-01 17:00:00,Newcastle United,Adam Smith,Bournemouth,0,32
429,0,0,1.5,0,0.0,2020-07-04 14:00:00,Man Utd,Adam Smith,Bournemouth,0,33
430,0,1,0.9,0,12.0,2020-07-09 17:00:00,Tottenham,Adam Smith,Bournemouth,6,34
431,0,0,0.0,0,0.0,2020-07-12 18:00:00,Leicester,Adam Smith,Bournemouth,0,35
432,0,0,0.0,0,0.0,2020-07-15 17:00:00,Man City,Adam Smith,Bournemouth,0,36
433,0,0,0.0,0,0.0,2020-07-19 13:00:00,Southampton,Adam Smith,Bournemouth,0,37
434,0,0,8.8,0,12.4,2020-07-26 15:00:00,Everton,Adam Smith,Bournemouth,2,38
435,0,0,0.0,0,0.0,2019-08-10 14:00:00,Watford,Adam Webster,Brighton,0,1
436,0,0,0.0,0,0.0,2019-08-17 14:00:00,West Ham,Adam Webster,Brighton,0,2
437,0,0,0.0,0,0.0,2019-08-24 14:00:00,Southampton,Adam Webster,Brighton,0,3
438,0,0,0.8,0,18.4,2019-08-31 14:00:00,Man City,Adam Webster,Brighton,0,4
439,0,0,2.3,0,12.0,2019-09-14 14:00:00,Burnley,Adam Webster,Brighton,2,5
440,0,1,22.2,0,18.6,2019-09-21 16:30:00,Newcastle United,Adam Webster,Brighton,8,6
441,0,0,11.2,0,26.0,2019-09-28 14:00:00,Chelsea,Adam Webster,Brighton,0,7
442,0,1,10.8,0,24.8,2019-10-05 11:30:00,Tottenham,Adam Webster,Brighton,6,8
443,0,0,1.8,1,60.8,2019-10-19 14:00:00,Aston Villa,Adam Webster,Brighton,7,9
444,0,0,2.4,0,10.8,2019-10-26 14:00:00,Everton,Adam Webster,Brighton,-1,10
445,0,0,0.4,0,5.2,2019-11-02 15:00:00,Norwich,Adam Webster,Brighton,1,11
446,0,0,0.0,0,0.0,2019-11-10 14:00:00,Man Utd,Adam Webster,Brighton,0,12
447,0,0,10.8,0,6.0,2019-11-23 15:00:00,Leicester,Adam Webster,Brighton,0,13
448,0,0,14.3,0,20.2,2019-11-30 15:00:00,Liverpool,Adam Webster,Brighton,1,14
449,0,0,10.3,1,51.4,2019-12-05 20:15:00,Arsenal,Adam Webster,Brighton,8,15
450,0,0,1.7,0,17.2,2019-12-08 16:30:00,Wolves,Adam Webster,Brighton,1,16
451,0,0,0.3,0,22.4,2019-12-16 19:45:00,Crystal Palace,Adam Webster,Brighton,2,17
452,0,0,6.4,0,5.2,2019-12-21 15:00:00,Sheffield United,Adam Webster,Brighton,2,18
453,0,0,5.3,1,57.6,2019-12-26 12:30:00,Tottenham,Adam Webster,Brighton,10,19
454,0,0,0.0,0,0.0,2019-12-28 12:30:00,Bournemouth,Adam Webster,Brighton,0,20
455,0,0,0.6,0,33.6,2020-01-01 12:30:00,Chelsea,Adam Webster,Brighton,2,21
456,0,0,0.7,0,14.8,2020-01-11 15:00:00,Everton,Adam Webster,Brighton,2,22
457,0,0,10.3,0,15.8,2020-01-18 15:00:00,Aston Villa,Adam Webster,Brighton,1,23
458,0,0,2.3,0,16.6,2020-01-21 19:30:00,Bournemouth,Adam Webster,Brighton,1,24
459,0,0,0.4,0,14.8,2020-02-01 15:00:00,West Ham,Adam Webster,Brighton,1,25
460,0,0,0.0,0,0.0,2020-02-08 17:30:00,Watford,Adam Webster,Brighton,0,26
461,1,0,11.1,0,34.2,2020-02-22 15:00:00,Sheffield United,Adam Webster,Brighton,7,27
462,0,0,20.8,0,31.4,2020-02-29 12:30:00,Crystal Palace,Adam Webster,Brighton,2,28
463,0,1,0.5,0,20.4,2020-03-07 15:00:00,Wolves,Adam Webster,Brighton,6,29
464,0,0,0.7,0,22.8,2020-06-20 14:00:00,Arsenal,Adam Webster,Brighton,2,30
465,0,0,0.0,0,1.4,2020-06-23 17:00:00,Leicester,Adam Webster,Brighton,1,31
466,0,0,0.0,0,0.0,2020-06-30 19:15:00,Man Utd,Adam Webster,Brighton,0,32
467,0,1,0.3,0,12.0,2020-07-04 11:30:00,Norwich,Adam Webster,Brighton,6,33
468,0,0,0.8,0,46.6,2020-07-08 19:15:00,Liverpool,Adam Webster,Brighton,1,34
469,0,0,0.8,0,14.8,2020-07-11 19:00:00,Man City,Adam Webster,Brighton,0,35
470,0,0,0.2,0,20.8,2020-07-16 19:15:00,Southampton,Adam Webster,Brighton,2,36
471,0,1,1.9,0,21.6,2020-07-20 17:00:00,Newcastle United,Adam Webster,Brighton,5,37
472,0,0,0.8,0,18.4,2020-07-26 15:00:00,Burnley,Adam Webster,Brighton,2,38
473,0,0,0.0,0,0.0,2019-08-11 13:00:00,Leicester,Adama Traor?,Wolves,0,1
474,0,0,15.9,0,5.8,2019-08-19 19:00:00,Man Utd,Adama Traor?,Wolves,1,2
475,0,0,0.8,0,0.6,2019-08-25 15:30:00,Burnley,Adama Traor?,Wolves,1,3
476,0,0,1.3,0,13.4,2019-09-01 13:00:00,Everton,Adama Traor?,Wolves,2,4
477,0,0,15.8,0,12.6,2019-09-14 14:00:00,Chelsea,Adama Traor?,Wolves,1,5
478,1,0,49.8,0,35.6,2019-09-22 13:00:00,Crystal Palace,Adama Traor?,Wolves,8,6
479,0,1,20.5,0,14.8,2019-09-28 14:00:00,Watford,Adama Traor?,Wolves,3,7
480,0,1,14.3,2,84.4,2019-10-06 13:00:00,Man City,Adama Traor?,Wolves,16,8
481,0,0,3.7,0,14.4,2019-10-19 14:00:00,Southampton,Adama Traor?,Wolves,2,9
482,0,0,33.6,0,16.6,2019-10-27 14:00:00,Newcastle United,Adama Traor?,Wolves,2,10
483,0,0,27.3,0,9.8,2019-11-02 15:00:00,Arsenal,Adama Traor?,Wolves,2,11
484,1,0,18.8,0,30.2,2019-11-10 14:00:00,Aston Villa,Adama Traor?,Wolves,5,12
485,1,0,34.3,0,32.2,2019-11-23 15:00:00,Bournemouth,Adama Traor?,Wolves,5,13
486,0,0,16.7,0,13.8,2019-12-01 14:00:00,Sheffield United,Adama Traor?,Wolves,2,14
487,0,1,27.3,0,17.2,2019-12-04 19:30:00,West Ham,Adama Traor?,Wolves,3,15
488,0,0,3.4,0,14.0,2019-12-08 16:30:00,Brighton,Adama Traor?,Wolves,2,16
489,0,0,18.8,1,51.2,2019-12-15 14:00:00,Tottenham,Adama Traor?,Wolves,10,17
490,0,0,49.9,0,23.2,2019-12-21 15:00:00,Norwich,Adama Traor?,Wolves,2,18
491,1,0,46.1,1,70.4,2019-12-27 19:45:00,Man City,Adama Traor?,Wolves,13,19
492,0,0,1.3,0,10.8,2019-12-29 16:30:00,Liverpool,Adama Traor?,Wolves,1,20
493,0,0,32.5,0,21.4,2020-01-01 15:00:00,Watford,Adama Traor?,Wolves,2,21
494,0,0,26.4,0,14.6,2020-01-11 15:00:00,Newcastle United,Adama Traor?,Wolves,2,22
495,2,0,26.5,0,44.0,2020-01-18 15:00:00,Southampton,Adama Traor?,Wolves,10,23
496,1,0,40.3,0,27.6,2020-01-23 20:00:00,Liverpool,Adama Traor?,Wolves,5,24
497,0,1,30.4,0,9.4,2020-02-01 17:30:00,Man Utd,Adama Traor?,Wolves,3,25
498,0,0,24.9,0,12.0,2020-02-14 20:00:00,Leicester,Adama Traor?,Wolves,1,26
499,0,0,0.7,0,0.2,2020-02-23 14:00:00,Norwich,Adama Traor?,Wolves,1,27
500,0,0,19.4,0,5.6,2020-03-01 14:00:00,Tottenham,Adama Traor?,Wolves,2,28
501,0,0,11.0,0,7.4,2020-03-07 15:00:00,Brighton,Adama Traor?,Wolves,1,29
502,1,0,15.0,0,23.4,2020-06-20 16:30:00,West Ham,Adama Traor?,Wolves,4,30
503,1,1,15.7,0,19.4,2020-06-24 17:00:00,Bournemouth,Adama Traor?,Wolves,6,31
504,0,0,17.5,0,5.2,2020-06-27 11:30:00,Aston Villa,Adama Traor?,Wolves,1,32
505,0,0,41.8,0,20.2,2020-07-04 16:30:00,Arsenal,Adama Traor?,Wolves,2,33
506,0,1,8.4,0,6.8,2020-07-08 17:00:00,Sheffield United,Adama Traor?,Wolves,3,34
507,0,0,2.4,0,0.0,2020-07-12 11:00:00,Everton,Adama Traor?,Wolves,1,35
508,0,0,46.8,0,19.4,2020-07-15 17:00:00,Burnley,Adama Traor?,Wolves,2,36
509,0,1,26.4,0,16.8,2020-07-20 19:15:00,Crystal Palace,Adama Traor?,Wolves,2,37
510,0,0,0.7,0,2.8,2020-07-26 15:00:00,Chelsea,Adama Traor?,Wolves,1,38
511,0,0,0.0,0,0.0,2019-09-28 14:00:00,Brighton,Addji Keaninkin Marc-Israel Guehi,Chelsea,0,7
512,0,0,0.0,0,0.0,2019-10-06 13:00:00,Southampton,Addji Keaninkin Marc-Israel Guehi,Chelsea,0,8
