,assists,clean_sheets,creativity,goals_scored,influence,kickoff_time,opponent_team,full,team,total_points,round
11895,0,0,0.0,0,0.0,2020-06-30 19:15:00,Man Utd,Jos? Heriberto Izquierdo Mena,Brighton,0,32
11896,0,0,0.0,0,0.0,2020-07-04 11:30:00,Norwich,Jos? Heriberto Izquierdo Mena,Brighton,0,33
11897,0,0,0.0,0,0.0,2020-07-08 19:15:00,Liverpool,Jos? Heriberto Izquierdo Mena,Brighton,0,34
11898,0,0,0.0,0,0.0,2020-07-11 19:00:00,Man City,Jos? Heriberto Izquierdo Mena,Brighton,0,35
11899,0,0,0.0,0,0.0,2020-07-16 19:15:00,Southampton,Jos? Heriberto Izquierdo Mena,Brighton,0,36
11900,0,0,0.0,0,0.0,2020-07-20 17:00:00,Newcastle United,Jos? Heriberto Izquierdo Mena,Brighton,0,37
11901,0,0,0.0,0,0.0,2020-07-26 15:00:00,Burnley,Jos? Heriberto Izquierdo Mena,Brighton,0,38
11902,0,0,0.8,0,3.6,2019-08-10 16:30:00,Tottenham,Jos? Ignacio Peleteiro Romallo,Aston Villa,1,1
11903,0,0,11.8,0,6.0,2019-08-17 14:00:00,Bournemouth,Jos? Ignacio Peleteiro Romallo,Aston Villa,1,2
11904,1,1,28.3,0,25.4,2019-08-23 19:00:00,Everton,Jos? Ignacio Peleteiro Romallo,Aston Villa,6,3
11905,0,0,11.3,0,5.0,2019-08-31 14:00:00,Crystal Palace,Jos? Ignacio Peleteiro Romallo,Aston Villa,1,4
11906,0,1,1.5,0,1.8,2019-09-16 19:00:00,West Ham,Jos? Ignacio Peleteiro Romallo,Aston Villa,3,5
11907,0,0,0.0,0,0.0,2019-09-22 15:30:00,Arsenal,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,6
11908,0,0,0.0,0,0.0,2019-09-28 14:00:00,Burnley,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,7
11909,0,0,0.0,0,0.0,2019-10-05 14:00:00,Norwich,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,8
11910,0,0,0.0,0,0.0,2019-10-19 14:00:00,Brighton,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,9
11911,0,0,0.0,0,0.0,2019-10-26 11:30:00,Man City,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,10
11912,0,0,0.0,0,0.0,2019-11-02 15:00:00,Liverpool,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,11
11913,0,0,0.0,0,0.0,2019-11-10 14:00:00,Wolves,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,12
11914,0,0,0.0,0,0.0,2019-11-25 20:00:00,Newcastle United,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,13
11915,0,0,0.0,0,0.0,2019-12-01 16:30:00,Man Utd,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,14
11916,0,0,1.1,0,0.2,2019-12-04 19:30:00,Chelsea,Jos? Ignacio Peleteiro Romallo,Aston Villa,1,15
11917,0,0,0.0,0,0.0,2019-12-08 14:00:00,Leicester,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,16
11918,0,0,0.0,0,0.0,2019-12-14 15:00:00,Sheffield United,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,17
11919,0,0,0.0,0,0.0,2019-12-21 15:00:00,Southampton,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,18
11920,0,0,0.0,0,0.0,2019-12-26 15:00:00,Norwich,Jos? Ignacio Peleteiro Romallo,Aston Villa,1,19
11921,0,0,1.3,0,0.6,2019-12-28 15:00:00,Watford,Jos? Ignacio Peleteiro Romallo,Aston Villa,1,20
11922,0,0,0.0,0,0.0,2020-01-01 12:30:00,Burnley,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,21
11923,0,0,0.0,0,0.0,2020-01-12 16:30:00,Man City,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,22
11924,0,0,0.0,0,0.0,2020-01-18 15:00:00,Brighton,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,23
11925,0,0,0.0,0,0.0,2020-01-21 19:30:00,Watford,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,24
11926,0,0,0.0,0,0.0,2020-02-01 15:00:00,Bournemouth,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,25
11927,0,0,0.0,0,0.0,2020-02-16 14:00:00,Tottenham,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,26
11928,0,0,0.0,0,0.0,2020-02-22 15:00:00,Southampton,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,27
11929,0,0,0.0,0,0.0,2020-03-09 20:00:00,Leicester,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,29
11930,0,0,0.0,0,0.0,2020-06-17 17:00:00,Sheffield United,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,30
11931,0,0,0.3,0,0.0,2020-06-21 15:15:00,Chelsea,Jos? Ignacio Peleteiro Romallo,Aston Villa,1,30
11932,0,0,0.0,0,0.0,2020-06-24 17:00:00,Newcastle United,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,31
11933,0,0,0.0,0,0.0,2020-06-27 11:30:00,Wolves,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,32
11934,0,0,0.5,0,4.4,2020-07-05 15:30:00,Liverpool,Jos? Ignacio Peleteiro Romallo,Aston Villa,1,33
11935,0,0,0.0,0,0.0,2020-07-09 19:15:00,Man Utd,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,34
11936,0,0,0.0,0,0.0,2020-07-12 13:15:00,Crystal Palace,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,35
11937,0,0,0.0,0,0.0,2020-07-16 17:00:00,Everton,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,36
11938,0,0,0.0,0,0.0,2020-07-21 19:15:00,Arsenal,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,37
11939,0,0,0.0,0,0.0,2020-07-26 15:00:00,West Ham,Jos? Ignacio Peleteiro Romallo,Aston Villa,0,38
11940,0,0,0.0,0,0.0,2019-08-10 11:30:00,West Ham,Jos? ?ngel Esmor?s Tasende,Man City,0,1
11941,0,0,0.0,0,0.0,2019-08-17 16:30:00,Tottenham,Jos? ?ngel Esmor?s Tasende,Man City,0,2
11942,0,0,0.0,0,0.0,2019-08-25 13:00:00,Bournemouth,Jos? ?ngel Esmor?s Tasende,Man City,0,3
11943,0,0,0.0,0,0.0,2019-08-31 14:00:00,Brighton,Jos? ?ngel Esmor?s Tasende,Man City,0,4
11944,0,0,0.0,0,0.0,2019-09-14 16:30:00,Norwich,Jos? ?ngel Esmor?s Tasende,Man City,0,5
11945,0,0,34.7,0,12.8,2019-09-21 14:00:00,Watford,Jos? ?ngel Esmor?s Tasende,Man City,0,6
11946,0,0,0.0,0,0.0,2019-09-28 16:30:00,Everton,Jos? ?ngel Esmor?s Tasende,Man City,0,7
11947,0,0,0.0,0,0.0,2019-10-06 13:00:00,Wolves,Jos? ?ngel Esmor?s Tasende,Man City,0,8
11948,0,0,0.0,0,0.0,2019-10-19 16:30:00,Crystal Palace,Jos? ?ngel Esmor?s Tasende,Man City,0,9
11949,0,0,0.7,0,4.4,2019-10-26 11:30:00,Aston Villa,Jos? ?ngel Esmor?s Tasende,Man City,1,10
11950,1,0,34.3,0,16.2,2019-11-02 15:00:00,Southampton,Jos? ?ngel Esmor?s Tasende,Man City,6,11
11951,0,0,37.5,0,26.4,2019-11-10 16:30:00,Liverpool,Jos? ?ngel Esmor?s Tasende,Man City,1,12
11952,0,0,0.0,0,0.0,2019-11-23 17:30:00,Chelsea,Jos? ?ngel Esmor?s Tasende,Man City,0,13
11953,0,0,0.0,0,0.0,2019-11-30 12:30:00,Newcastle United,Jos? ?ngel Esmor?s Tasende,Man City,0,14
11954,0,0,38.3,0,15.8,2019-12-03 20:15:00,Burnley,Jos? ?ngel Esmor?s Tasende,Man City,2,15
11955,0,0,18.5,0,17.0,2019-12-07 17:30:00,Man Utd,Jos? ?ngel Esmor?s Tasende,Man City,1,16
11956,0,0,0.0,0,0.0,2019-12-15 16:30:00,Arsenal,Jos? ?ngel Esmor?s Tasende,Man City,0,17
11957,0,0,0.0,0,0.0,2019-12-21 17:30:00,Leicester,Jos? ?ngel Esmor?s Tasende,Man City,0,18
11958,0,0,0.0,0,0.0,2019-12-27 19:45:00,Wolves,Jos? ?ngel Esmor?s Tasende,Man City,0,19
11959,0,0,0.0,0,0.0,2019-12-29 18:00:00,Sheffield United,Jos? ?ngel Esmor?s Tasende,Man City,0,20
11960,0,0,0.0,0,0.0,2020-01-01 17:30:00,Everton,Jos? ?ngel Esmor?s Tasende,Man City,0,21
11961,0,0,0.0,0,0.0,2020-01-12 16:30:00,Aston Villa,Jos? ?ngel Esmor?s Tasende,Man City,0,22
11962,0,0,0.0,0,0.0,2020-01-18 15:00:00,Crystal Palace,Jos? ?ngel Esmor?s Tasende,Man City,0,23
11963,0,0,0.0,0,0.0,2020-01-21 19:30:00,Sheffield United,Jos? ?ngel Esmor?s Tasende,Man City,0,24
11964,0,0,0.0,0,0.0,2020-02-02 16:30:00,Tottenham,Jos? ?ngel Esmor?s Tasende,Man City,0,25
11965,0,0,0.0,0,0.0,2020-02-19 19:30:00,West Ham,Jos? ?ngel Esmor?s Tasende,Man City,0,26
11966,0,0,0.0,0,0.0,2020-02-22 17:30:00,Leicester,Jos? ?ngel Esmor?s Tasende,Man City,0,27
11967,0,0,0.0,0,0.0,2020-03-08 16:30:00,Man Utd,Jos? ?ngel Esmor?s Tasende,Man City,0,29
11968,0,0,0.0,0,0.0,2020-06-17 19:15:00,Arsenal,Jos? ?ngel Esmor?s Tasende,Man City,0,30
11969,0,0,0.0,0,0.0,2020-06-22 19:00:00,Burnley,Jos? ?ngel Esmor?s Tasende,Man City,0,30
11970,0,0,0.0,0,0.0,2020-06-25 19:15:00,Chelsea,Jos? ?ngel Esmor?s Tasende,Man City,0,31
11971,0,0,0.0,0,0.0,2020-07-02 19:15:00,Liverpool,Jos? ?ngel Esmor?s Tasende,Man City,0,32
11972,0,0,0.0,0,0.0,2020-07-05 18:00:00,Southampton,Jos? ?ngel Esmor?s Tasende,Man City,0,33
11973,0,0,0.0,0,0.0,2020-07-08 17:00:00,Newcastle United,Jos? ?ngel Esmor?s Tasende,Man City,0,34
11974,0,0,0.0,0,0.0,2020-07-11 19:00:00,Brighton,Jos? ?ngel Esmor?s Tasende,Man City,0,35
11975,0,0,0.0,0,0.0,2020-07-15 17:00:00,Bournemouth,Jos? ?ngel Esmor?s Tasende,Man City,0,36
11976,0,0,0.0,0,0.0,2020-07-21 17:00:00,Watford,Jos? ?ngel Esmor?s Tasende,Man City,0,37
11977,0,0,0.0,0,0.0,2020-07-26 15:00:00,Norwich,Jos? ?ngel Esmor?s Tasende,Man City,0,38
11978,0,0,3.8,0,12.6,2019-08-10 14:00:00,Brighton,Jos? Holebas,Watford,1,1
11979,0,0,27.9,0,26.4,2019-08-17 14:00:00,Everton,Jos? Holebas,Watford,1,2
11980,0,0,44.8,0,15.4,2019-08-24 14:00:00,West Ham,Jos? Holebas,Watford,0,3
11981,0,0,0.0,0,0.0,2019-08-31 14:00:00,Newcastle United,Jos? Holebas,Watford,0,4
11982,0,0,20.8,0,11.2,2019-09-15 15:30:00,Arsenal,Jos? Holebas,Watford,0,5
11983,0,0,10.5,0,14.8,2019-09-21 14:00:00,Man City,Jos? Holebas,Watford,-2,6
11984,0,0,21.4,0,11.8,2019-09-28 14:00:00,Wolves,Jos? Holebas,Watford,0,7
11985,0,1,1.6,0,14.6,2019-10-05 14:00:00,Sheffield United,Jos? Holebas,Watford,6,8
11986,0,0,4.3,0,13.4,2019-10-19 14:00:00,Tottenham,Jos? Holebas,Watford,1,9
11987,0,0,0.0,0,0.0,2019-10-26 14:00:00,Bournemouth,Jos? Holebas,Watford,0,10
11988,0,0,0.0,0,0.0,2019-11-02 17:30:00,Chelsea,Jos? Holebas,Watford,0,11
11989,0,1,27.6,0,19.0,2019-11-08 20:00:00,Norwich,Jos? Holebas,Watford,6,12
11990,0,0,11.2,0,6.2,2019-11-23 15:00:00,Burnley,Jos? Holebas,Watford,1,13
11991,0,0,33.9,0,14.4,2019-11-30 17:30:00,Southampton,Jos? Holebas,Watford,1,14
11992,0,0,0.0,0,0.0,2019-12-04 19:30:00,Leicester,Jos? Holebas,Watford,0,15
11993,0,0,0.0,0,0.0,2019-12-07 15:00:00,Crystal Palace,Jos? Holebas,Watford,0,16
11994,0,0,0.0,0,0.0,2019-12-14 12:30:00,Liverpool,Jos? Holebas,Watford,0,17
11995,0,0,0.0,0,0.0,2019-12-22 14:00:00,Man Utd,Jos? Holebas,Watford,0,18
11996,0,0,0.0,0,0.0,2019-12-26 15:00:00,Sheffield United,Jos? Holebas,Watford,0,19
11997,0,0,0.0,0,0.0,2019-12-28 15:00:00,Aston Villa,Jos? Holebas,Watford,0,20
11998,0,0,0.0,0,10.2,2020-01-01 15:00:00,Wolves,Jos? Holebas,Watford,1,21
11999,0,0,0.0,0,0.0,2020-01-12 14:00:00,Bournemouth,Jos? Holebas,Watford,0,22
12000,0,0,0.0,0,0.0,2020-01-18 12:30:00,Tottenham,Jos? Holebas,Watford,0,23
12001,0,0,0.0,0,0.0,2020-01-21 19:30:00,Aston Villa,Jos? Holebas,Watford,0,24
12002,0,0,0.0,0,0.0,2020-02-01 15:00:00,Everton,Jos? Holebas,Watford,0,25
12003,0,0,0.0,0,0.0,2020-02-08 17:30:00,Brighton,Jos? Holebas,Watford,0,26
12004,0,0,0.0,0,0.0,2020-02-23 14:00:00,Man Utd,Jos? Holebas,Watford,0,27
12005,0,0,0.0,0,0.0,2020-02-29 17:30:00,Liverpool,Jos? Holebas,Watford,0,28
12006,0,0,0.0,0,0.0,2020-03-07 15:00:00,Crystal Palace,Jos? Holebas,Watford,0,29
12007,0,0,0.3,0,0.2,2020-06-20 11:30:00,Leicester,Jos? Holebas,Watford,1,30
12008,0,0,0.0,0,0.0,2020-06-25 17:00:00,Burnley,Jos? Holebas,Watford,0,31
12009,1,0,0.3,0,1.2,2020-06-28 15:30:00,Southampton,Jos? Holebas,Watford,4,32
12010,0,0,0.0,0,0.0,2020-07-04 19:00:00,Chelsea,Jos? Holebas,Watford,0,33
12011,0,0,0.0,0,0.0,2020-07-07 17:00:00,Norwich,Jos? Holebas,Watford,0,34
12012,0,0,0.0,0,0.0,2020-07-11 11:30:00,Newcastle United,Jos? Holebas,Watford,0,35
12013,0,0,0.0,0,0.0,2020-07-17 19:00:00,West Ham,Jos? Holebas,Watford,0,36
12014,0,0,0.0,0,0.0,2020-07-21 17:00:00,Man City,Jos? Holebas,Watford,0,37
12015,0,0,0.0,0,0.0,2020-07-26 15:00:00,Arsenal,Jos? Holebas,Watford,0,38
12016,0,0,0.0,0,13.8,2020-01-18 15:00:00,Brighton,Jos? Reina,Aston Villa,2,23
12017,0,0,0.0,0,14.6,2020-01-21 19:30:00,Watford,Jos? Reina,Aston Villa,2,24
12018,0,0,0.0,0,24.0,2020-02-01 15:00:00,Bournemouth,Jos? Reina,Aston Villa,2,25
12019,0,0,0.0,0,77.4,2020-02-16 14:00:00,Tottenham,Jos? Reina,Aston Villa,10,26
12020,0,0,10.0,0,46.4,2020-02-22 15:00:00,Southampton,Jos? Reina,Aston Villa,2,27
12021,0,0,0.0,0,21.6,2020-03-09 20:00:00,Leicester,Jos? Reina,Aston Villa,1,29
12022,0,0,0.0,0,0.0,2020-06-17 17:00:00,Sheffield United,Jos? Reina,Aston Villa,0,30
12023,0,0,0.0,0,0.0,2020-06-21 15:15:00,Chelsea,Jos? Reina,Aston Villa,0,30
12024,0,0,0.0,0,0.0,2020-06-24 17:00:00,Newcastle United,Jos? Reina,Aston Villa,0,31
12025,0,0,0.0,0,0.0,2020-06-27 11:30:00,Wolves,Jos? Reina,Aston Villa,0,32
12026,0,0,0.0,0,15.2,2020-07-05 15:30:00,Liverpool,Jos? Reina,Aston Villa,1,33
12027,0,0,0.0,0,18.8,2020-07-09 19:15:00,Man Utd,Jos? Reina,Aston Villa,2,34
12028,0,1,0.0,0,44.0,2020-07-12 13:15:00,Crystal Palace,Jos? Reina,Aston Villa,9,35
12029,0,0,0.0,0,5.4,2020-07-16 17:00:00,Everton,Jos? Reina,Aston Villa,2,36
12030,0,1,0.0,0,4.6,2020-07-21 19:15:00,Arsenal,Jos? Reina,Aston Villa,6,37
12031,0,0,0.0,0,3.6,2020-07-26 15:00:00,West Ham,Jos? Reina,Aston Villa,2,38
12032,0,1,29.8,0,21.8,2019-08-11 13:00:00,Leicester,Jo?o Filipe Iria Santos Moutinho,Wolves,3,1
12033,1,0,38.8,0,36.0,2019-08-19 19:00:00,Man Utd,Jo?o Filipe Iria Santos Moutinho,Wolves,8,2
12034,0,0,36.2,0,12.4,2019-08-25 15:30:00,Burnley,Jo?o Filipe Iria Santos Moutinho,Wolves,1,3
12035,0,0,0.9,0,14.4,2019-09-01 13:00:00,Everton,Jo?o Filipe Iria Santos Moutinho,Wolves,1,4
12036,0,0,58.0,0,29.8,2019-09-14 14:00:00,Chelsea,Jo?o Filipe Iria Santos Moutinho,Wolves,2,5
12037,0,0,17.3,0,19.2,2019-09-22 13:00:00,Crystal Palace,Jo?o Filipe Iria Santos Moutinho,Wolves,2,6
12038,0,1,7.3,0,8.0,2019-09-28 14:00:00,Watford,Jo?o Filipe Iria Santos Moutinho,Wolves,3,7
12039,0,1,16.0,0,15.6,2019-10-06 13:00:00,Man City,Jo?o Filipe Iria Santos Moutinho,Wolves,2,8
12040,0,0,4.6,0,9.0,2019-10-19 14:00:00,Southampton,Jo?o Filipe Iria Santos Moutinho,Wolves,2,9
12041,0,0,31.4,0,23.8,2019-10-27 14:00:00,Newcastle United,Jo?o Filipe Iria Santos Moutinho,Wolves,2,10
12042,1,0,56.1,0,40.2,2019-11-02 15:00:00,Arsenal,Jo?o Filipe Iria Santos Moutinho,Wolves,6,11
12043,1,0,30.3,0,35.2,2019-11-10 14:00:00,Aston Villa,Jo?o Filipe Iria Santos Moutinho,Wolves,4,12
12044,0,0,43.8,1,48.6,2019-11-23 15:00:00,Bournemouth,Jo?o Filipe Iria Santos Moutinho,Wolves,10,13
12045,0,0,48.4,0,20.4,2019-12-01 14:00:00,Sheffield United,Jo?o Filipe Iria Santos Moutinho,Wolves,2,14
12046,1,1,54.6,0,27.2,2019-12-04 19:30:00,West Ham,Jo?o Filipe Iria Santos Moutinho,Wolves,8,15
12047,0,0,22.8,0,10.4,2019-12-08 16:30:00,Brighton,Jo?o Filipe Iria Santos Moutinho,Wolves,2,16
12048,0,0,68.8,0,23.0,2019-12-15 14:00:00,Tottenham,Jo?o Filipe Iria Santos Moutinho,Wolves,1,17
12049,1,0,30.0,0,22.6,2019-12-21 15:00:00,Norwich,Jo?o Filipe Iria Santos Moutinho,Wolves,4,18
12050,0,0,76.2,0,22.4,2019-12-27 19:45:00,Man City,Jo?o Filipe Iria Santos Moutinho,Wolves,2,19
12051,0,0,20.9,0,20.2,2019-12-29 16:30:00,Liverpool,Jo?o Filipe Iria Santos Moutinho,Wolves,2,20
12052,1,0,36.6,0,35.8,2020-01-01 15:00:00,Watford,Jo?o Filipe Iria Santos Moutinho,Wolves,6,21
12053,1,0,26.4,0,27.4,2020-01-11 15:00:00,Newcastle United,Jo?o Filipe Iria Santos Moutinho,Wolves,6,22
12054,0,0,17.8,0,4.8,2020-01-18 15:00:00,Southampton,Jo?o Filipe Iria Santos Moutinho,Wolves,2,23
12055,0,0,17.3,0,2.4,2020-01-23 20:00:00,Liverpool,Jo?o Filipe Iria Santos Moutinho,Wolves,2,24
12056,0,1,57.7,0,27.0,2020-02-01 17:30:00,Man Utd,Jo?o Filipe Iria Santos Moutinho,Wolves,2,25
12057,0,0,42.8,0,11.8,2020-02-14 20:00:00,Leicester,Jo?o Filipe Iria Santos Moutinho,Wolves,1,26
12058,0,1,19.8,0,12.2,2020-02-23 14:00:00,Norwich,Jo?o Filipe Iria Santos Moutinho,Wolves,3,27
12059,0,0,65.4,0,21.4,2020-03-01 14:00:00,Tottenham,Jo?o Filipe Iria Santos Moutinho,Wolves,2,28
12060,0,1,6.3,0,11.6,2020-03-07 15:00:00,Brighton,Jo?o Filipe Iria Santos Moutinho,Wolves,3,29
12061,0,1,22.2,0,6.8,2020-06-20 16:30:00,West Ham,Jo?o Filipe Iria Santos Moutinho,Wolves,2,30
12062,0,1,33.9,0,7.8,2020-06-24 17:00:00,Bournemouth,Jo?o Filipe Iria Santos Moutinho,Wolves,2,31
12063,0,1,32.5,0,13.2,2020-06-27 11:30:00,Aston Villa,Jo?o Filipe Iria Santos Moutinho,Wolves,3,32
12064,0,0,38.6,0,11.2,2020-07-04 16:30:00,Arsenal,Jo?o Filipe Iria Santos Moutinho,Wolves,2,33
12065,0,0,3.2,0,12.4,2020-07-08 17:00:00,Sheffield United,Jo?o Filipe Iria Santos Moutinho,Wolves,2,34
12066,0,0,10.4,0,2.6,2020-07-12 11:00:00,Everton,Jo?o Filipe Iria Santos Moutinho,Wolves,1,35
12067,0,0,52.9,0,21.8,2020-07-15 17:00:00,Burnley,Jo?o Filipe Iria Santos Moutinho,Wolves,3,36
12068,0,1,22.3,0,17.4,2020-07-20 19:15:00,Crystal Palace,Jo?o Filipe Iria Santos Moutinho,Wolves,3,37
12069,0,0,1.8,0,4.2,2020-07-26 15:00:00,Chelsea,Jo?o Filipe Iria Santos Moutinho,Wolves,1,38
12070,0,0,0.0,0,0.0,2020-03-01 14:00:00,Man Utd,Jo?o Manuel Neves Virg?nia,Everton,0,28
12071,0,0,0.0,0,0.0,2020-03-08 14:00:00,Chelsea,Jo?o Manuel Neves Virg?nia,Everton,0,29
12072,0,0,0.0,0,0.0,2020-06-21 18:00:00,Liverpool,Jo?o Manuel Neves Virg?nia,Everton,0,30
12073,0,0,0.0,0,0.0,2020-06-24 17:00:00,Norwich,Jo?o Manuel Neves Virg?nia,Everton,0,31
12074,0,0,0.0,0,0.0,2020-07-01 17:00:00,Leicester,Jo?o Manuel Neves Virg?nia,Everton,0,32
12075,0,0,0.0,0,0.0,2020-07-06 19:00:00,Tottenham,Jo?o Manuel Neves Virg?nia,Everton,0,33
12076,0,0,0.0,0,0.0,2020-07-09 17:00:00,Southampton,Jo?o Manuel Neves Virg?nia,Everton,0,34
12077,0,0,0.0,0,0.0,2020-07-12 11:00:00,Wolves,Jo?o Manuel Neves Virg?nia,Everton,0,35
12078,0,0,0.0,0,0.0,2020-07-16 17:00:00,Aston Villa,Jo?o Manuel Neves Virg?nia,Everton,0,36
12079,0,0,0.0,0,0.0,2020-07-20 17:00:00,Sheffield United,Jo?o Manuel Neves Virg?nia,Everton,0,37
12080,0,0,0.0,0,0.0,2020-07-26 15:00:00,Bournemouth,Jo?o Manuel Neves Virg?nia,Everton,0,38
12081,0,0,0.0,0,0.0,2019-08-10 11:30:00,West Ham,Jo?o Pedro Cavaco Cancelo,Man City,0,1
12082,0,0,0.0,0,0.0,2019-08-17 16:30:00,Tottenham,Jo?o Pedro Cavaco Cancelo,Man City,0,2
12083,0,0,0.0,0,0.2,2019-08-25 13:00:00,Bournemouth,Jo?o Pedro Cavaco Cancelo,Man City,1,3
12084,0,0,0.0,0,0.0,2019-08-31 14:00:00,Brighton,Jo?o Pedro Cavaco Cancelo,Man City,0,4
12085,0,0,0.0,0,0.0,2019-09-14 16:30:00,Norwich,Jo?o Pedro Cavaco Cancelo,Man City,0,5
12086,0,0,3.1,0,5.6,2019-09-21 14:00:00,Watford,Jo?o Pedro Cavaco Cancelo,Man City,1,6
12087,0,0,0.0,0,0.0,2019-09-28 16:30:00,Everton,Jo?o Pedro Cavaco Cancelo,Man City,0,7
12088,0,0,29.8,0,24.2,2019-10-06 13:00:00,Wolves,Jo?o Pedro Cavaco Cancelo,Man City,0,8
12089,0,1,55.2,0,30.2,2019-10-19 16:30:00,Crystal Palace,Jo?o Pedro Cavaco Cancelo,Man City,9,9
12090,0,1,6.0,0,18.0,2019-10-26 11:30:00,Aston Villa,Jo?o Pedro Cavaco Cancelo,Man City,6,10
12091,0,0,0.0,0,0.0,2019-11-02 15:00:00,Southampton,Jo?o Pedro Cavaco Cancelo,Man City,0,11
12092,0,0,0.0,0,0.0,2019-11-10 16:30:00,Liverpool,Jo?o Pedro Cavaco Cancelo,Man City,0,12
12093,0,0,2.8,0,11.8,2019-11-23 17:30:00,Chelsea,Jo?o Pedro Cavaco Cancelo,Man City,2,13
12094,0,0,0.0,0,0.0,2019-11-30 12:30:00,Newcastle United,Jo?o Pedro Cavaco Cancelo,Man City,0,14
12095,0,0,0.0,0,0.0,2019-12-03 20:15:00,Burnley,Jo?o Pedro Cavaco Cancelo,Man City,0,15
12096,0,0,0.0,0,0.0,2019-12-07 17:30:00,Man Utd,Jo?o Pedro Cavaco Cancelo,Man City,0,16
12097,0,0,0.0,0,0.0,2019-12-15 16:30:00,Arsenal,Jo?o Pedro Cavaco Cancelo,Man City,0,17
12098,0,0,0.0,0,0.0,2019-12-21 17:30:00,Leicester,Jo?o Pedro Cavaco Cancelo,Man City,0,18
12099,0,0,0.0,0,0.0,2019-12-27 19:45:00,Wolves,Jo?o Pedro Cavaco Cancelo,Man City,0,19
12100,0,0,0.0,0,0.0,2019-12-29 18:00:00,Sheffield United,Jo?o Pedro Cavaco Cancelo,Man City,0,20
12101,0,0,28.3,0,10.4,2020-01-01 17:30:00,Everton,Jo?o Pedro Cavaco Cancelo,Man City,2,21
12102,0,0,16.3,0,25.6,2020-01-12 16:30:00,Aston Villa,Jo?o Pedro Cavaco Cancelo,Man City,2,22
12103,0,0,15.4,0,17.0,2020-01-18 15:00:00,Crystal Palace,Jo?o Pedro Cavaco Cancelo,Man City,1,23
12104,0,0,0.0,0,0.0,2020-01-21 19:30:00,Sheffield United,Jo?o Pedro Cavaco Cancelo,Man City,0,24
12105,0,0,1.6,0,1.6,2020-02-02 16:30:00,Tottenham,Jo?o Pedro Cavaco Cancelo,Man City,1,25
12106,0,0,0.0,0,0.0,2020-02-19 19:30:00,West Ham,Jo?o Pedro Cavaco Cancelo,Man City,0,26
12107,0,0,0.0,0,0.0,2020-02-22 17:30:00,Leicester,Jo?o Pedro Cavaco Cancelo,Man City,0,27
12108,0,0,15.0,0,24.0,2020-03-08 16:30:00,Man Utd,Jo?o Pedro Cavaco Cancelo,Man City,0,29
12109,0,0,0.0,0,0.0,2020-06-17 19:15:00,Arsenal,Jo?o Pedro Cavaco Cancelo,Man City,0,30
12110,0,1,5.9,0,14.2,2020-06-22 19:00:00,Burnley,Jo?o Pedro Cavaco Cancelo,Man City,5,30
12111,0,0,0.0,0,0.0,2020-06-25 19:15:00,Chelsea,Jo?o Pedro Cavaco Cancelo,Man City,0,31
12112,0,0,0.1,0,5.6,2020-07-02 19:15:00,Liverpool,Jo?o Pedro Cavaco Cancelo,Man City,1,32
12113,0,0,41.8,0,35.6,2020-07-05 18:00:00,Southampton,Jo?o Pedro Cavaco Cancelo,Man City,2,33
12114,0,0,12.9,0,5.0,2020-07-08 17:00:00,Newcastle United,Jo?o Pedro Cavaco Cancelo,Man City,1,34
12115,0,0,0.0,0,0.0,2020-07-11 19:00:00,Brighton,Jo?o Pedro Cavaco Cancelo,Man City,0,35
12116,0,0,0.0,0,0.0,2020-07-15 17:00:00,Bournemouth,Jo?o Pedro Cavaco Cancelo,Man City,0,36
12117,0,1,29.8,0,27.6,2020-07-21 17:00:00,Watford,Jo?o Pedro Cavaco Cancelo,Man City,6,37
12118,0,1,23.6,0,8.4,2020-07-26 15:00:00,Norwich,Jo?o Pedro Cavaco Cancelo,Man City,5,38
12119,0,0,0.0,0,0.0,2020-01-12 14:00:00,Bournemouth,Jo?o Pedro Junqueira de Jesus,Watford,0,22
